area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Whitefield,1190.0,2.0,1.0,70.0,2.0,5882.35294117647
Super built-up  Area,18-Aug,JP Nagar,1133.0,2.0,1.0,33.99,2.0,3000.0
Super built-up  Area,Ready To Move,Suraksha Nagar,1559.0,3.0,2.0,62.0,3.0,3976.9082745349583
Plot  Area,Ready To Move,Horamavu Banaswadi,1448.0,4.0,0.0,118.0,3.0,8149.171270718232
Super built-up  Area,Ready To Move,Sathya Sai Layout,6652.0,6.0,1.0,510.0,4.0,7666.867107636801
Super built-up  Area,Ready To Move,Kodichikkanahalli,976.0,2.0,1.0,50.0,2.0,5122.950819672131
Plot  Area,Ready To Move,Bank Of Baroda Colony,1350.0,4.0,3.0,240.0,4.0,17777.777777777777
Super built-up  Area,Ready To Move,Yelahanka,1590.0,2.0,2.0,54.0,3.0,3396.2264150943397
Super built-up  Area,19-Dec,Binny Pete,2940.0,6.0,2.0,201.0,4.0,6836.734693877551
Built-up  Area,Ready To Move,Yelahanka,1633.0,3.0,2.0,110.0,3.0,6736.068585425597
Super built-up  Area,18-Aug,Ramagondanahalli,1151.0,2.0,2.0,46.0,2.0,3996.524761077324
Super built-up  Area,Ready To Move,Kereguddadahalli,1400.0,2.0,2.0,42.0,3.0,3000.0
Super built-up  Area,17-Apr,Uttarahalli,1037.0,2.0,1.0,36.0,2.0,3471.552555448409
Super built-up  Area,Ready To Move,Thanisandra,1188.0,2.0,1.0,36.0,2.0,3030.3030303030305
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,1060.0,2.0,1.0,52.0,2.0,4905.66037735849
Super built-up  Area,Ready To Move,Thigalarapalya,2215.0,4.0,2.0,162.0,3.0,7313.769751693002
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,2.0,54.5,2.0,4342.629482071713
Plot  Area,Ready To Move,Ganesha Block,2500.0,2.0,1.0,300.0,3.0,12000.0
Super built-up  Area,Ready To Move,Hormavu,1075.0,2.0,1.0,53.7,2.0,4995.3488372093025
Super built-up  Area,17-Apr,Harlur,2569.0,5.0,3.0,180.0,4.0,7006.617360840794
Super built-up  Area,18-Dec,ITPL,900.0,2.0,1.0,27.0,2.0,3000.0
Super built-up  Area,18-Aug,Kudlu Gate,1183.0,2.0,1.0,79.54,2.0,6723.584108199494
Super built-up  Area,Ready To Move,HSR Layout,1100.0,2.0,2.0,44.0,2.0,4000.0
Super built-up  Area,Ready To Move,GM Palaya,1643.0,2.0,2.0,70.0,3.0,4260.49908703591
Super built-up  Area,Ready To Move,Banagiri Nagar,1500.0,2.0,2.0,120.0,3.0,8000.0
Super built-up  Area,Ready To Move,Jakkur,1291.0,2.0,1.0,75.0,2.0,5809.450038729667
Plot  Area,17-Oct,Hennur,1150.0,3.0,2.0,80.0,3.0,6956.521739130435
Super built-up  Area,Ready To Move,Electronic City,1060.0,2.0,1.0,55.0,2.0,5188.679245283019
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1575.0,2.0,2.0,110.0,3.0,6984.126984126984
Plot  Area,Ready To Move,BHEL Layout,1200.0,4.0,1.0,160.0,5.0,13333.333333333334
Built-up  Area,Ready To Move,Byrathi Village,1700.0,3.0,2.0,55.0,4.0,3235.294117647059
Super built-up  Area,Ready To Move,Mahadevpura,1236.0,2.0,1.0,58.0,2.0,4692.556634304207
Built-up  Area,Ready To Move,Ramamurthy Nagar,1350.0,2.0,2.0,39.0,3.0,2888.8888888888887
Super built-up  Area,Ready To Move,Malleshwaram,2475.0,4.0,3.0,326.0,3.0,13171.717171717171
Built-up  Area,Ready To Move,Pai Layout,3800.0,6.0,2.0,175.0,6.0,4605.263157894737
Built-up  Area,Ready To Move,Haralur Road,4694.0,5.0,2.0,375.0,4.0,7988.9220281210055
Built-up  Area,18-Dec,Electronic City,1200.0,2.0,1.0,34.66,2.0,2888.333333333333
Plot  Area,Ready To Move,Hulimavu,1200.0,4.0,1.0,75.0,4.0,6250.0
Built-up  Area,Ready To Move,Harlur,1225.0,2.0,2.0,56.0,2.0,4571.428571428572
Super built-up  Area,18-Apr,Thanisandra,1056.0,2.0,1.0,75.0,2.0,7102.272727272727
Super built-up  Area,18-Jun,9th Phase JP Nagar,1240.0,2.0,2.0,42.85,3.0,3455.6451612903224
Super built-up  Area,17-Oct,Banashankari,1200.0,3.0,2.0,74.52,3.0,6210.0
Super built-up  Area,18-Dec,Kudlu Gate,1850.0,3.0,2.0,110.0,3.0,5945.945945945946
Super built-up  Area,Ready To Move,Amblipura,3150.0,4.0,3.0,180.0,4.0,5714.285714285715
Built-up  Area,Ready To Move,Naganathapura,1200.0,1.0,0.0,39.82,1.0,3318.3333333333335
Plot  Area,Ready To Move,Dodda Banaswadi,1018.0,4.0,1.0,150.0,4.0,14734.774066797643
Built-up  Area,Ready To Move,Konena Agrahara,3520.0,6.0,1.0,460.0,5.0,13068.181818181818
Super built-up  Area,18-Jul,Chandapura,1185.0,2.0,2.0,30.22,3.0,2550.2109704641352
Super built-up  Area,Ready To Move,Jigani,918.0,2.0,2.0,56.0,2.0,6100.217864923748
Super built-up  Area,Ready To Move,GD Layout,1330.0,2.0,2.0,68.0,3.0,5112.7819548872185
Built-up  Area,Ready To Move,Munnekollal,1540.0,2.0,3.0,70.0,3.0,4545.454545454545
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1200.0,2.0,2.0,80.0,2.0,6666.666666666667
Super built-up  Area,18-Dec,Sunkan palya,927.0,2.0,2.0,37.0,2.0,3991.3700107874865
Built-up  Area,19-Jun,Sarjapur,2585.5,4.0,0.0,115.0,4.0,4447.882421195127
Super built-up  Area,Ready To Move,CV Raman Nagar,1400.0,2.0,2.0,78.0,3.0,5571.428571428572
Super built-up  Area,Ready To Move,Hosur Road,1345.0,2.0,2.0,106.0,2.0,7881.0408921933085
Built-up  Area,Ready To Move,1st Phase JP Nagar,1900.0,3.0,1.0,400.0,4.0,21052.63157894737
Super built-up  Area,Ready To Move,8th Phase JP Nagar,1510.0,2.0,3.0,80.0,2.0,5298.013245033113
Super built-up  Area,Ready To Move,Malleshwaram,302.0,2.0,1.0,25.0,2.0,8278.14569536424
Super built-up  Area,21-Dec,Kanakpura Road,525.0,2.0,2.0,27.0,1.0,5142.857142857143
Plot  Area,18-Aug,ITPL,1500.0,3.0,1.0,61.52,3.0,4101.333333333333
Super built-up  Area,19-Dec,Yelahanka,827.5,1.0,0.0,42.535,1.0,5140.181268882176
Super built-up  Area,Ready To Move,Vidyaranyapura,1100.0,2.0,2.0,72.0,3.0,6545.454545454545
Built-up  Area,Ready To Move,Sunkadakatte,1200.0,3.0,1.0,68.0,3.0,5666.666666666667
Super built-up  Area,21-Dec,Kanakpura Road,1100.0,3.0,2.0,53.0,3.0,4818.181818181818
Carpet  Area,19-Jun,Hormavu,2282.0,4.0,0.0,115.0,4.0,5039.439088518843
Built-up  Area,Ready To Move,Jayanti Nagar,760.0,2.0,1.0,37.49,2.0,4932.894736842105
Plot  Area,Ready To Move,Sarjapur,2172.0,3.0,0.0,100.0,3.0,4604.051565377532
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,3800.0,6.0,2.0,390.0,6.0,10263.157894736842
Plot  Area,Ready To Move,Kumaraswami Layout,600.0,2.0,1.0,72.0,4.0,12000.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3300.0,3.0,2.0,165.0,3.0,5000.0
Super built-up  Area,19-Mar,Thubarahalli,1242.0,3.0,1.0,51.0,3.0,4106.280193236715
Plot  Area,Ready To Move,Moodalapalya,410.0,1.0,1.0,48.0,1.0,11707.317073170732
Super built-up  Area,Ready To Move,Uttarahalli,1245.0,2.0,2.0,43.58,3.0,3500.401606425703
Built-up  Area,Ready To Move,Kadugodi,1088.0,2.0,2.0,44.0,2.0,4044.1176470588234
Built-up  Area,Ready To Move,Sahakara Nagar,1200.0,2.0,0.0,46.0,2.0,3833.3333333333335
Plot  Area,Ready To Move,TC Palaya,1995.0,3.0,1.0,100.0,3.0,5012.5313283208025
Super built-up  Area,Ready To Move,Haralur Road,1309.0,2.0,1.0,82.0,2.0,6264.323911382735
Super built-up  Area,Ready To Move,BTM 1st Stage,1717.0,3.0,2.0,200.0,3.0,11648.223645894
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2100.0,3.0,2.0,200.0,3.0,9523.809523809523
Plot  Area,Ready To Move,Gayathri Nagar,880.0,1.0,0.0,90.0,2.0,10227.272727272728
Plot  Area,Ready To Move,Abbigere,1200.0,6.0,1.0,95.0,6.0,7916.666666666667
Super built-up  Area,18-Aug,Maruthi Nagar,1250.0,3.0,2.0,42.0,3.0,3360.0
Super built-up  Area,Ready To Move,Hebbal,3520.0,5.0,2.0,240.0,3.0,6818.181818181818
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1041.0,2.0,2.0,54.0,2.0,5187.319884726225
Super built-up  Area,Ready To Move,Sarjapur  Road,1505.0,2.0,2.0,60.0,3.0,3986.7109634551493
Super built-up  Area,18-Jul,Bannerghatta,1776.0,3.0,2.0,150.0,3.0,8445.945945945947
Super built-up  Area,Ready To Move,Bellandur,1767.0,3.0,2.0,89.0,3.0,5036.785512167516
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,1293.0,2.0,2.0,80.0,2.0,6187.161639597834
Super built-up  Area,Ready To Move,Kengeri,1320.0,2.0,1.0,50.0,2.0,3787.878787878788
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,1280.0,2.0,2.0,68.48,2.0,5350.0
Super built-up  Area,19-Mar,Thanisandra,1245.0,2.0,1.0,83.05,2.0,6670.682730923695
Super built-up  Area,Ready To Move,Haralur Road,1027.0,1.0,2.0,44.0,2.0,4284.323271665044
Built-up  Area,Ready To Move,Yelenahalli,1200.0,2.0,2.0,46.17,2.0,3847.5
Super built-up  Area,21-Dec,Kanakpura Road,1100.0,3.0,2.0,58.0,3.0,5272.727272727273
Plot  Area,Ready To Move,Medahalli,1065.0,3.0,1.0,72.0,3.0,6760.56338028169
Super built-up  Area,21-Dec,Kannamangala,1814.0,3.0,1.0,129.0,3.0,7111.35611907387
Super built-up  Area,Ready To Move,Ramagondanahalli,1610.0,2.0,1.0,112.0,3.0,6956.521739130435
Built-up  Area,Ready To Move,Kumaraswami Layout,850.0,1.0,1.0,78.0,1.0,9176.470588235294
Super built-up  Area,18-Jul,Kasavanhalli,1600.0,3.0,3.0,79.0,3.0,4937.5
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,3200.0,4.0,2.0,140.0,3.0,4375.0
Built-up  Area,Ready To Move,Canara Bank Colony,1250.0,2.0,1.0,77.13,3.0,6170.4
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,2.0,46.0,2.0,3700.7240547063557
Super built-up  Area,Ready To Move,Kanakpura Road,1452.0,3.0,3.0,60.98,3.0,4199.724517906336
Super built-up  Area,Ready To Move,Ittamadu,1475.0,3.0,3.0,75.0,3.0,5084.745762711865
Super built-up  Area,Ready To Move,Electronic City,1353.0,2.0,3.0,75.0,2.0,5543.2372505543235
Carpet  Area,Ready To Move,Maruthi Sevanagar,2100.0,3.0,0.0,210.0,4.0,10000.0
Super built-up  Area,21-Aug,Electronics City Phase 1,1750.0,3.0,2.0,58.0,3.0,3314.285714285714
Plot  Area,Ready To Move,Whitefield,4800.0,4.0,3.0,550.0,4.0,11458.333333333334
Built-up  Area,Ready To Move,Sahakara Nagar,1270.0,2.0,1.0,96.0,2.0,7559.055118110236
Built-up  Area,Ready To Move,Battarahalli,2700.0,3.0,0.0,75.0,4.0,2777.777777777778
Plot  Area,Ready To Move,8th Phase JP Nagar,1200.0,4.0,2.0,270.0,4.0,22500.0
Built-up  Area,19-May,Thanisandra,2695.0,4.0,3.0,188.0,4.0,6975.881261595548
Super built-up  Area,Ready To Move,Hessarghatta,1330.0,3.0,2.0,65.0,3.0,4887.2180451127815
Built-up  Area,Ready To Move,Electronic City,660.0,1.0,0.0,18.0,2.0,2727.2727272727275
Super built-up  Area,Ready To Move,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2.0,6428.571428571428
Built-up  Area,Ready To Move,Gubbalala,4000.0,5.0,1.0,195.0,4.0,4875.0
Super built-up  Area,Ready To Move,Kanakpura Road,1700.0,3.0,2.0,75.0,3.0,4411.764705882353
Built-up  Area,Ready To Move,Kasavanhalli,1585.0,2.0,2.0,90.0,2.0,5678.233438485804
Super built-up  Area,Ready To Move,Kothanur,1385.0,3.0,3.0,67.0,3.0,4837.545126353791
Super built-up  Area,18-Jul,Electronic City,1128.0,2.0,1.0,67.0,2.0,5939.7163120567375
Plot  Area,18-Apr,1Kasavanhalli,1200.0,18.0,2.0,200.0,18.0,16666.666666666668
Super built-up  Area,Ready To Move,HSR Layout,1203.0,2.0,2.0,60.0,2.0,4987.5311720698255
Super built-up  Area,Ready To Move,Mallasandra,905.0,2.0,1.0,35.0,2.0,3867.403314917127
Super built-up  Area,19-Mar,Hennur Road,1450.0,3.0,2.0,79.0,3.0,5448.275862068966
Super built-up  Area,Ready To Move,Varthur,1105.0,2.0,3.0,38.0,2.0,3438.914027149321
Plot  Area,18-Apr,Channasandra,1200.0,2.0,1.0,46.13,2.0,3844.1666666666665
Super built-up  Area,Ready To Move,Jalahalli,1530.0,2.0,3.0,89.0,3.0,5816.993464052288
Super built-up  Area,Ready To Move,Whitefield,1105.0,2.0,1.0,35.4,2.0,3203.6199095022625
Super built-up  Area,18-Jul,Dasarahalli,1333.0,2.0,1.0,78.56,2.0,5893.473368342085
Built-up  Area,17-Sep,Hongasandra,1065.0,2.0,2.0,45.0,2.0,4225.352112676056
Super built-up  Area,Ready To Move,Haralur Road,1243.0,2.0,2.0,46.0,2.0,3700.7240547063557
Super built-up  Area,18-Dec,Old Madras Road,1530.0,3.0,2.0,76.34,3.0,4989.5424836601305
Plot  Area,Ready To Move,Margondanahalli,1200.0,2.0,1.0,65.0,2.0,5416.666666666667
Super built-up  Area,Ready To Move,Whitefield,1270.0,2.0,1.0,94.0,2.0,7401.574803149606
Super built-up  Area,Ready To Move,Bellandur,1830.0,3.0,3.0,89.0,3.0,4863.3879781420765
Super built-up  Area,Ready To Move,Chandapura,900.0,2.0,3.0,35.0,2.0,3888.8888888888887
Plot  Area,Ready To Move,Attibele,2400.0,2.0,2.0,250.0,4.0,10416.666666666666
Plot  Area,Ready To Move,Varsova Layout,7000.0,6.0,2.0,560.0,6.0,8000.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1450.0,2.0,2.0,78.0,3.0,5379.310344827586
Super built-up  Area,Ready To Move,J C Nagar,1525.0,3.0,3.0,65.0,3.0,4262.295081967213
Built-up  Area,Ready To Move,Mahalakshmi Layout,1080.0,2.0,1.0,67.0,2.0,6203.7037037037035
Built-up  Area,Ready To Move,Bagalur Main Road,1220.0,2.0,2.0,72.0,2.0,5901.639344262295
Super built-up  Area,Ready To Move,Begur Road,1200.0,2.0,2.0,44.4,2.0,3700.0
Super built-up  Area,Ready To Move,Bommanahalli,1355.0,2.0,0.0,73.17,2.0,5400.0
Plot  Area,Ready To Move,R.T. Nagar,2400.0,3.0,0.0,348.0,3.0,14500.0
Super built-up  Area,Ready To Move,Govindapura,1500.0,2.0,2.0,60.0,2.0,4000.0
Built-up  Area,Ready To Move,Koramangala,1355.0,2.0,2.0,95.0,2.0,7011.070110701107
Built-up  Area,17-Jul,Electronic City,1070.0,2.0,1.0,57.0,2.0,5327.102803738318
Super built-up  Area,Ready To Move,CV Raman Nagar,1980.0,4.0,1.0,180.0,3.0,9090.90909090909
Super built-up  Area,Ready To Move,Bommasandra,842.0,2.0,2.0,30.0,2.0,3562.9453681710215
Super built-up  Area,Ready To Move,Bannerghatta Road,700.0,1.0,1.0,31.2,1.0,4457.142857142857
Built-up  Area,Ready To Move,Doddakammanahalli,2500.0,4.0,2.0,65.0,3.0,2600.0
Built-up  Area,Ready To Move,"Kanakapura Road, ",1884.0,3.0,2.0,95.0,3.0,5042.462845010616
Built-up  Area,Ready To Move,Dena Bank Colony,1100.0,2.0,2.0,75.0,2.0,6818.181818181818
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1196.0,2.0,2.0,40.54,2.0,3389.632107023411
Super built-up  Area,Ready To Move,Budigere,1820.0,3.0,2.0,85.0,3.0,4670.32967032967
Plot  Area,Ready To Move,Basavanapura,1200.0,8.0,2.0,145.0,8.0,12083.333333333334
Super built-up  Area,Ready To Move,Thanisandra,1185.0,2.0,2.0,43.5,2.0,3670.8860759493673
Super built-up  Area,Ready To Move,Varthur,2145.0,3.0,2.0,170.0,3.0,7925.407925407925
Super built-up  Area,Ready To Move,Whitefield,1220.0,2.0,1.0,89.0,2.0,7295.081967213115
Super built-up  Area,Ready To Move,Whitefield,1116.0,2.0,3.0,51.91,2.0,4651.433691756272
Super built-up  Area,Ready To Move,6th Phase JP Nagar,1192.0,2.0,3.0,75.0,2.0,6291.946308724832
Super built-up  Area,Ready To Move,Marathahalli,1449.0,3.0,2.0,110.0,3.0,7591.44237405107
Plot  Area,Ready To Move,Ardendale,2500.0,3.0,1.0,250.0,3.0,10000.0
Built-up  Area,Ready To Move,Electronic City,1700.0,3.0,2.0,90.0,3.0,5294.117647058823
Super built-up  Area,18-Aug,Hebbal,1920.0,3.0,2.0,150.0,3.0,7812.5
Plot  Area,Ready To Move,BTM 4th Stage,1350.0,2.0,0.0,90.0,2.0,6666.666666666667
Plot  Area,Ready To Move,Devanahalli Int. Airport,4800.0,5.0,2.0,350.0,4.0,7291.666666666667
Built-up  Area,Ready To Move,"Sarjapur Road, ",1700.0,3.0,2.0,74.0,3.0,4352.941176470588
Super built-up  Area,19-Dec,Hoodi,1447.0,3.0,2.0,76.0,2.0,5252.24602626123
Super built-up  Area,19-Jul,Kanakpura Road,1329.0,2.0,1.0,107.0,2.0,8051.166290443943
Built-up  Area,Ready To Move,Sarjapur  Road,1314.0,2.0,2.0,70.44,3.0,5360.730593607306
Plot  Area,Ready To Move,Hal old airport road,1200.0,3.0,2.0,110.0,3.0,9166.666666666666
Plot  Area,Ready To Move,Basavangudi,1214.0,3.0,0.0,220.0,6.0,18121.91103789127
Super built-up  Area,19-Mar,Hosa Road,1513.0,3.0,1.0,103.0,3.0,6807.666886979511
Super built-up  Area,Ready To Move,Vittasandra,1246.0,2.0,1.0,67.5,2.0,5417.335473515249
Super built-up  Area,Ready To Move,Ganga Nagar,705.0,1.0,1.0,65.0,1.0,9219.85815602837
Super built-up  Area,Ready To Move,Dasarahalli,1220.0,2.0,2.0,62.0,2.0,5081.9672131147545
Super built-up  Area,Ready To Move,Kaval Byrasandra,1400.0,3.0,2.0,75.0,3.0,5357.142857142857
Super built-up  Area,Ready To Move,Kasavanhalli,1245.0,2.0,2.0,80.0,2.0,6425.70281124498
Super built-up  Area,Ready To Move,Anantapuram,1495.0,2.0,1.0,63.0,3.0,4214.046822742475
Plot  Area,Ready To Move,Nagavara,2000.0,2.0,2.0,275.0,3.0,13750.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,996.0,2.0,2.0,36.5,2.0,3664.6586345381525
Built-up  Area,Ready To Move,Yelahanka New Town,1000.0,2.0,1.0,44.0,2.0,4400.0
Built-up  Area,Ready To Move,Chikka Banaswadi,1250.0,2.0,3.0,75.0,2.0,6000.0
Super built-up  Area,Ready To Move,Thanisandra,1261.0,2.0,1.0,80.0,3.0,6344.171292624901
Built-up  Area,Ready To Move,Electronics City Phase 1,1080.0,2.0,2.0,46.0,2.0,4259.259259259259
Super built-up  Area,Ready To Move,Akshayanagara East,1230.0,2.0,1.0,50.0,2.0,4065.040650406504
Super built-up  Area,18-Mar,Kammasandra,982.0,2.0,2.0,25.53,2.0,2599.79633401222
Super built-up  Area,18-May,Bommasandra,1260.0,3.0,1.0,49.36,3.0,3917.4603174603176
Super built-up  Area,Ready To Move,HSR Layout,1590.0,2.0,2.0,135.0,3.0,8490.566037735849
Super built-up  Area,Ready To Move,Horamavu Agara,1220.0,2.0,2.0,39.0,2.0,3196.72131147541
Super built-up  Area,18-May,Electronic City Phase II,1320.0,2.0,1.0,38.12,3.0,2887.8787878787875
Super built-up  Area,Ready To Move,Green Glen Layout,1750.0,3.0,2.0,105.0,3.0,6000.0
Super built-up  Area,Ready To Move,Whitefield,1436.0,2.0,3.0,62.15,3.0,4327.994428969359
Plot  Area,18-Apr,TC Palaya,1200.0,2.0,0.0,66.0,3.0,5500.0
Super built-up  Area,Ready To Move,Malleshwaram,1500.0,2.0,2.0,140.0,2.0,9333.333333333334
Super built-up  Area,Ready To Move,Varthur,1560.0,3.0,2.0,90.0,3.0,5769.2307692307695
Super built-up  Area,19-Jan,Whitefield,3758.0,3.0,1.0,300.0,3.0,7982.969664715274
Super built-up  Area,Ready To Move,Belatur,1275.0,2.0,2.0,59.0,2.0,4627.450980392156
Super built-up  Area,Ready To Move,Ramanjaneyanagar,1040.0,2.0,2.0,36.4,2.0,3500.0
Super built-up  Area,Ready To Move,Bellandur,2400.0,3.0,2.0,115.0,3.0,4791.666666666667
Plot  Area,Ready To Move,Chamrajpet,1500.0,9.0,3.0,230.0,6.0,15333.333333333334
Plot  Area,18-May,Kaggalipura,3150.0,5.0,1.0,212.0,4.0,6730.158730158731
Super built-up  Area,Ready To Move,Karuna Nagar,1960.0,3.0,2.0,165.0,3.0,8418.367346938776
Super built-up  Area,Ready To Move,JP Nagar,3200.0,5.0,3.0,309.0,4.0,9656.25
Super built-up  Area,Ready To Move,Yeshwanthpur,1195.0,2.0,2.0,100.0,2.0,8368.200836820084
Super built-up  Area,Ready To Move,Yelahanka,1195.0,2.0,0.0,53.105,2.0,4443.933054393306
Super built-up  Area,Ready To Move,Hosakerehalli,4500.0,5.0,2.0,145.0,5.0,3222.222222222222
Plot  Area,Ready To Move,Ulsoor,450.0,3.0,1.0,70.0,3.0,15555.555555555555
Plot  Area,18-Apr,Sathya Sai Layout,4304.0,4.0,2.0,699.0,4.0,16240.706319702602
Super built-up  Area,18-Jun,Javarandoddi,648.0,1.0,1.0,40.0,1.0,6172.83950617284
Super built-up  Area,Ready To Move,Sarjapur  Road,2100.0,3.0,2.0,130.0,3.0,6190.476190476191
Super built-up  Area,19-Dec,Thanisandra main road,4209.0,4.0,2.0,602.0,4.0,14302.684723212164
Super built-up  Area,Ready To Move,Kudlu,1027.0,2.0,1.0,44.0,2.0,4284.323271665044
Plot  Area,Ready To Move,Whitefield,1575.0,4.0,3.0,250.0,4.0,15873.015873015873
Super built-up  Area,18-May,Bommasandra,1365.0,3.0,1.0,52.82,3.0,3869.5970695970695
Super built-up  Area,Ready To Move,Yelahanka New Town,650.0,1.0,1.0,18.0,1.0,2769.230769230769
Plot  Area,18-Nov,Chandapura,1200.0,2.0,1.0,52.0,3.0,4333.333333333333
Super built-up  Area,Ready To Move,Cooke Town,1100.0,2.0,3.0,90.0,2.0,8181.818181818182
Built-up  Area,Ready To Move,7th Phase JP Nagar,1075.0,2.0,1.0,57.0,3.0,5302.325581395349
Super built-up  Area,Ready To Move,Banashankari,1100.0,2.0,1.0,63.0,2.0,5727.272727272727
Super built-up  Area,Ready To Move,Akshya Nagar,1320.0,2.0,1.0,58.0,3.0,4393.939393939394
Super built-up  Area,Ready To Move,Kammasandra,1500.0,3.0,2.0,65.0,3.0,4333.333333333333
Plot  Area,Ready To Move,Vijaypura,1200.0,5.0,1.0,150.0,4.0,12500.0
Plot  Area,Ready To Move,Bapuji Nagar,1125.0,3.0,2.0,126.0,4.0,11200.0
Super built-up  Area,Ready To Move,Vittasandra,1246.0,2.0,1.0,67.5,2.0,5417.335473515249
Super built-up  Area,18-Apr,Bhoganhalli,1718.0,3.0,2.0,90.2,3.0,5250.291036088475
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,32.0,3.0,2976.7441860465115
Super built-up  Area,18-Oct,Chennammana Kere,1480.0,3.0,1.0,75.48,3.0,5100.0
Super built-up  Area,Ready To Move,Austin Town,500.0,1.0,1.0,13.0,1.0,2600.0
Plot  Area,Ready To Move,3rd Block Banashankari,2400.0,4.0,1.0,325.0,5.0,13541.666666666666
Plot  Area,18-May,Kaikondrahalli,1200.0,4.0,2.0,125.0,4.0,10416.666666666666
Super built-up  Area,Ready To Move,Kanakpura Road,1041.0,2.0,1.0,36.44,2.0,3500.480307396734
Super built-up  Area,Ready To Move,Doddanekundi,1128.0,2.0,2.0,48.4,2.0,4290.780141843971
Super built-up  Area,Ready To Move,Hosur Road,1685.0,3.0,1.0,90.0,3.0,5341.246290801187
Super built-up  Area,Ready To Move,Guddadahalli,1180.0,2.0,2.0,65.0,2.0,5508.474576271186
Built-up  Area,Ready To Move,Ejipura,1200.0,2.0,1.0,60.0,2.0,5000.0
Super built-up  Area,18-Apr,Mangammanapalya,1250.0,3.0,2.0,39.5,3.0,3160.0
Super built-up  Area,21-Dec,Kanakpura Road,900.0,2.0,1.0,41.0,2.0,4555.555555555556
Built-up  Area,Ready To Move,Chelekare,1000.0,2.0,1.0,45.0,2.0,4500.0
Built-up  Area,Ready To Move,Yelahanka New Town,600.0,2.0,2.0,80.0,2.0,13333.333333333334
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,600.0,3.0,2.0,82.0,4.0,13666.666666666666
Super built-up  Area,Ready To Move,Vittasandra,1404.0,2.0,1.0,70.0,2.0,4985.754985754986
Super built-up  Area,Ready To Move,Ramagondanahalli,1610.0,2.0,2.0,115.0,3.0,7142.857142857143
Super built-up  Area,18-Jul,Varthur,1760.0,2.0,1.0,85.0,2.0,4829.545454545455
Super built-up  Area,Ready To Move,Amam Enclave Layout,975.0,2.0,1.0,55.0,2.0,5641.025641025641
Built-up  Area,Ready To Move,Kashi Nagar,1190.0,2.0,2.0,42.0,2.0,3529.4117647058824
Built-up  Area,Ready To Move,Kudlu,1110.0,2.0,1.0,46.0,2.0,4144.144144144144
Super built-up  Area,Ready To Move,Rajaji Nagar,2415.0,3.0,2.0,399.0,3.0,16521.739130434784
Super built-up  Area,18-May,Gunjur,1235.0,2.0,2.0,44.5,2.0,3603.2388663967613
Super built-up  Area,Ready To Move,Nanjappa Garden,1275.0,2.0,3.0,55.0,2.0,4313.725490196079
Built-up  Area,Ready To Move,Victoria Layout,1115.0,2.0,1.0,115.0,2.0,10313.90134529148
Super built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,76.0,2.0,6349.206349206349
Super built-up  Area,20-Dec,Begur Road,644.0,1.0,1.0,32.0,1.0,4968.944099378882
